username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
LinneaKou,mermaid enthusiast | 18+ NSFW | queer and tired | she/her | icon by @Zombietonboarts | header by @dyeingdoll,Chicago,968,508,162709,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
topazlight,Amateur game developer! Icon by @itsfexy!,"26, white, he/they, #BLM 1312",2124,223,185757,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
mmmexperimental,"#Welcome2021 ! #GoodbyetRumpsucks  #Vacinated
""When fascism comes to America it will be wrapped in the flag and carrying a cross.""",,1204,1197,322695,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
henmo24,,,157,1465,20864,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
basicnbizarre,"Librarian, editor, e-learning wrangler, tabletop RPG designer. #actuallyautistic nonspeaking AAC user and self advocate. Trans woman, dyke, ace. She/her","Ottawa, Ontario",961,2466,116558,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
carlodaristotil,,"Michigan, USA",183,9,101,0,@Rex_Finance Hopefully 6 months before my CyberTruck is ready.,[]
KHMakerD,"#Lions fan, animation lover, and math nerd. Love the great indoors and video games, especially Pokémon and Madden. #OnePride #GoGreen #BLM🌊 (He/Him) (926/1013)","Michigan, USA",4799,2090,304885,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
bmacconnell1,"Nerd, yo.",,758,229,166533,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
StephenTheLessr,"Nerd, amateur writer, Oh, and my Wife is the best!","Tennessee, USA",133,78,27365,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
DonaldNordeng,"Working on my latest book: “Organic to the Core: Regenerate Your Business with the 6 Principles of Organic Certification"" @BiogroNZ CEO. Views are my own.","Wellington, New Zealand",1308,1090,2672,1,If you needed another reason to explain why you want your Cybertruck deposit back... https://t.co/N1jiP2OltI,[]
moomoof,"She/They  Aro/Ace 🏳️‍🌈🇵🇷
 Blocked by Mussolini's granddaughter",Searching for tomorrow,339,702,189636,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
Nash076,My hovercraft is full of eels. Co-pilot: @tara_atrandom Also helpful: https://t.co/L9K4wZI5G0,"Charleston, SC",444,18311,172290,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
WernerSevenster,"Software Trainer & Developer. Love Coffee & Tesla. Model 3 Owner and Cybertruck Reservation Holder. 
#TSLA #Coffee
Born in SA, New Zealand Citizen.",New Zealand,376,109,1164,0,@4TESLANZ @Potemkinman @Rjdlandscapes @JohnCha14989691 @NZITArchitect @HeganLeon @NZ_Tim93 Only one Cybertruck somes for me as well.,[]
TSLAFanatic,Software Engineer. 100% all in on TSLA with options. PermaUberTslaBull aka 대께태. 테슬라 은퇴카톡방 운영중 조인 원하시는분은 DM https://t.co/7rFKtVNVAK,"Santa Clara, CA",169,229,1283,0,"@TroyTeslike @hxteng82 I respectfully disagree. FSD 2 is just not a crucial part even if it was told cybertruck will have have FSD 2 which utilize higher res cam. They will move on to those whenever they are ready. If FSD 2 is not ready, they will use what they have.Therefore it's not limiting factor.",[]
PBChancery,"Seasoned Investor, Informed Risk Taker, Tesla Bull, Low Threshold for BS.","Palm Beach, FL",74,13,939,0,@EmmetPeppers There will be millions of orders but people are grossly underestimating how much this will cost. Not unlike the Cybertruck the real orders will be a fraction of the pre-orders. Will still be great demand but I think this will be a very expensive proposition at least initially.,[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,@TSLAFanatic @hxteng82 That would be correct if Elon didn't say HW4 will come with the Cybertruck about a year from now.,[]
Bryanwrld99,centrist,,249,47,3163,0,@TroyTeslike @hxteng82 That comment is pretty vague tbh it doesn't really mean cybertruck will be delayed to Q3,[]
TSLAFanatic,Software Engineer. 100% all in on TSLA with options. PermaUberTslaBull aka 대께태. 테슬라 은퇴카톡방 운영중 조인 원하시는분은 DM https://t.co/7rFKtVNVAK,"Santa Clara, CA",169,229,1283,0,@TroyTeslike @hxteng82 Timing of the FSD 2 tells nothing about Cybertruck's timeline.,[]
4TESLANZ,Live in Wellington New Zealand. Keen trail runner and gym goer. Tesla Model 3 Performance owner who also has a Cybertruck pre order.,,151,83,1356,0,@WernerSevenster @HeganLeon @Rjdlandscapes @NZITArchitect @NZ_Tim93 Definitely cybertruck 👆,[]
bowang0720,"TESLA Fanboy, CFA 🇨🇦",,196,13,404,0,"@EmmetPeppers @Tesla would really love to see Cybertruck next year! please @tesla, make it happen!",[]
vivvchy,"@spaceX, Starship, Ch @elonmusk, Universe, @Tesla @Neuralink1 Art 🌹",❤️/🏡,359,867,199865,2,$TSLA #Cybertruck is designed to have the utility of a truck with sports car performance https://t.co/hFkqF8uyah,['Cybertruck']
AIatTesla,AI #FORTESLA 🖋 #AI #Ethics #species #control #USA @CityofPaloalto @Elonmusk,"California, USA",1304,156,202,4,"For those of you who reserved a Cybertruck, do you have a garage that can actually fit it or....? 

Where do you plan on storing it?",[]
vivvchy,"@spaceX, Starship, Ch @elonmusk, Universe, @Tesla @Neuralink1 Art 🌹",❤️/🏡,359,867,199865,2,High performance cybertruck https://t.co/iPUkoYCEIY,[]
iAmAPaidShill,GM Trust Fund Bastard. #ZeroStarAnalyst #TipRanksBiggestLoser,,84,42,2413,0,@TroyTeslike @WR4NYGov @davecrerar Thanks for the added context. It’s entirely possible Cybertruck is pushed to q3 22. Time will tell.,[]
Aaaaron0613,"That which does not kill us,makes us stronger",,50,5,58,69,"(1/2)
LET’S WELCOME @mayemusk Mystery Box AIRDROPs!

MPB Airdrops:
1⃣ 1 billion $RACA 
2⃣ A Cybertruck
3⃣ 350 Bake Community Cards

Now, let’s celebrate the first BMM festival🎡🥳
@cz_binance @binance @BinanceChain @KodaRobotDog @elonmusk https://t.co/C04T4n5Hez",[]
not_cruz,Bio.,"Los Angeles, CA",378,64,1417,0,The future is either this or the cybertruck. There is no debate accept your fate. https://t.co/u5GOvPqzSg,[]
Broncolisa,,,408,68,998,22,"Tesla FSD HW4.0 Will Be Used in Cybertruck Likely in 2022

https://t.co/Hshwv0hQZz",[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@hxteng82 Correct. Cybertruck is delayed until Q3 2022 based on Elon'scomment here (2:51:54):
https://t.co/RJjDxsjJSY

""Obviously, there will be a future hardware 4 or full self-driving computer 2 which we'll probably introduce with the Cybertruck, so maybe in about a year or so""",[]
EndTesla,"Here for a front row seat to watch the disaster known as $TSLAQ.  Short $TSLA, but do trade around the position quite a bit.","Fremont, CA",187,391,4258,0,"@jasondebolt Tesla has more fake products than real ones!

Fake Robot. Fake FSD. Fake Cybertruck. Fake Semi.  Fake Roadster.

All Nikola did was fake 1 product.

ELON IS KING, not technoking though.  KING OF FRAUD.",[]
NftNena,"❤️Excited to share new unique limited ArtStyleMimi collection! 
I hope you will take a look at this project 😍",,408,90,1097,10322,"Hey @elonmusk I’m looking forward to the #CyberTruck next year! By then, I predict you can buy it with just one #Bitcoin.
If $BTC price exceeds $39,900 by late 2021, I’ll GIVE AWAY a FREE @Tesla CyberTruck to one lucky person who Likes &amp; Retweets this.

Yes, I’m serious. #Retweet https://t.co/RcMpcqSPdV","['CyberTruck', 'Bitcoin']"
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@iAmAPaidShill @WR4NYGov @davecrerar HW2, HW2.5 &amp; HW3 were all introduced to all vehicles at the same time. HW4 should be the same

If Cybertruck existed before HW4, it would be just one out of five existing vehicles that would get HW4 at the same time and there would be no reason to mention Cybertruck specifically https://t.co/qTOUDnU9XO",[]
GenericGene,"""World’s 1st https://t.co/vCEj7kHPnD Network “GD’s” - ( https://t.co/ZVkhdEu4s5 “EV’s” ) Generic Investor Since 1996 Opinions My Own",Qld Australia +61 412 622 944,6340,5759,149493,1,"https://t.co/YTHBeuMur1 / Tesla Cybertruck Patent Shows Sharply Bent Windshield, Glass Dash https://t.co/J7JKtLnvRT",[]
GenericGene,"""World’s 1st https://t.co/vCEj7kHPnD Network “GD’s” - ( https://t.co/ZVkhdEu4s5 “EV’s” ) Generic Investor Since 1996 Opinions My Own",Qld Australia +61 412 622 944,6340,5759,149493,1,Tesla Now Has More Than 1.25 Million Pre-Orders For The Cybertruck https://t.co/QlBiKPIUGS,[]
GenghisKhuan,"Full time misogynist, part time six figure digital investor",,92,16,55,0,gonna put a @JRNYcrypto and @ZssBecker bumper sticker on my cybertruck,[]
themoofoodtruck,"Exotic burgers & more. 52 Bowers St, JC. Mo-We 4-9 Th-Fr-Sa 11-9, Su 11-8pm https://t.co/44ikoLnlQf","Jersey City, NJ",869,1845,5830,0,@MichaelAArouet @DrillDownPod I laughed at cybertruck-unbreakable-window fail-presentation like everyone else. Stock never went lower from that point. 10 bagger &lt;2Y 🤦,[]
zarglog_OW,"Garbage at video games. Fps/horror junkie.
Visit my Twitch. Or don't.",Sweden,180,271,3537,0,@TheFunny_mp4 Cybertruck is looking good,[]
WernerSevenster,"Software Trainer & Developer. Love Coffee & Tesla. Model 3 Owner and Cybertruck Reservation Holder. 
#TSLA #Coffee
Born in SA, New Zealand Citizen.",New Zealand,376,109,1164,0,@HeganLeon @4TESLANZ @Rjdlandscapes @NZITArchitect @NZ_Tim93 Good point. Or wait for the Cybertruck!,[]
allthemoneys,"i am a penny.
POP 53%
$DXY $DOGE $HIVE 
https://t.co/WCQoDdHMlU
 😀🍒
#tastytrade
https://t.co/be5qiYbktX 
https://t.co/KyaXKQsmWX
https://t.co/YRdnBIzbt0","Los Angeles, USA",4149,789,20631,0,@JonathanGuito where's my cybertruck? 😜,[]
ChristianMahler,Cash is never King,199.7.83.42,253,87,3341,0,"@Nikoo46229200 @TSLAFanMtl I understand your concern but you can’t accelerate let’s say 4680 development and therefore Cybertruck and Semi rollout by cutting new projects like the robot. Also, all of these projects take a lot of time and run in parallel, so cutting projects now will hurt Tesla like five",[]
MaritimeJared,,Canada,14,1,504,0,@DRIVETRIBE We haven’t even seen the production Cybertruck!,[]
passionfingerz,,,237,31,3799,0,"@JustinScerini @elonmusk @Tesla Same way you charge a semi, cybertruck and plaid+ - in photoshop",[]
iAmAPaidShill,GM Trust Fund Bastard. #ZeroStarAnalyst #TipRanksBiggestLoser,,84,42,2413,0,"@TroyTeslike @WR4NYGov @davecrerar I agree that’s one way to look at it, but he could just as easily have meant hw4 will be introduced in about a year, in Cybertruck, which may have started production before that. No way to know until Cybertruck is in production and in customer hands.",[]
TroyTeslike,"Tesla Delivery Estimates: Data-driven & free. Early access on Patreon.

Error Rate:
• Q3 2020: +2.5%
• Q4 2020: +1.7%
• Q1 2021: -10.7%
• Q2 2021: -2.6%",UK,12,32066,4935,0,"@iAmAPaidShill @WR4NYGov @davecrerar Here is what Elon said (2:51:54):
https://t.co/RJjDxsjJSY

""Obviously, there will be a future hardware 4 or full self-driving computer 2 which we'll probably introduce with the Cybertruck, so maybe in about a year or so""

It definitely sounds like Cybertruck is delayed for a year",[]
Mell0wDem0n,Psychedelic Artist ✨ Director of https://t.co/bWyZqXG1Jy (9 best pic awards) ✨ Recording Artist… say 👋🏻 on INSTA @mellowdemon  YOUTUBE Mellow Demon,"Los Angeles, CA",984,241,3496,0,"@PadresSubAngel @red_lightRoxxy Hear that 🌏?  Got a cross country tour to schedule to visit my new bff!  Everybody: get your 💉s like good boys &amp; girls!  And @elonmusk, hurry the f🤍ck up with my Cybertruck so I can tour like a proper gentleman!",[]
jcv179,Exploring my world one discovery a day!,,76,14,442,0,"@g_schelle This is missing the forest for the trees.  ""Well, they haven't delivered the Cybertruck yet...  All vaporware!  I'm just going to conveniently ignore the increasing positive free cash flow, return on invested capital, auto margins, and all that other stuff because I hate money""",[]
BDAZLD69,,,49,3,140,0,@TheBotOfTheBots 2 years?? Lol. Cybertruck where? Semi where? FSD where? Roadster where? 4680 where? What is it you disagree with? Where can I buy these things?,[]
maut1_,VP of Product @ManaPlayApp 🧙‍♂️💎💰; #SpatialComputing Advocate 🤲🐘✨; #FPVdrone 🎮🥽🚁 and #Bitcoin Enthusiast,Magicverse,2490,434,1503,0,"@derekmross The Cybertruck is ripped directly from Bladerunner. The Bot is from I, Robot. I like a CEO with sci-fi inspiration who can execute. 

My question for you is, which is a better investment? $TSLA or #BTC ?",['BTC']
Tab51313911,Trump is best President Ever,,766,252,14350,1,"@davecrerar I think Model Y LR with 4680s will have same range as current LR because it wouldn't make sense to increase range while 4680 cell production is limited.

I think Cybertruck needs 4680 so initial production will go there while Texas Model Y continues with 2170 until 4680 ramps up.",[]
Tab51313911,Trump is best President Ever,,766,252,14350,1,@TroyTeslike @davecrerar Elon seemed to delay Cybertruck until Q3 2022 at AI Day.,[]
Teamjyeet234,,,29,0,1,0,@TeslaAIBot Are cybertruck bulletproof?,[]
mr_mrs_savill,"BEE-HOLD ‼️‼️‼️🐝🐝🐝 whatever was, will bee",somewhere out there,1054,455,43592,19,"CyberLandr is designed specifically as an add-on to the CyberTruck, and comes with a kitchen, living room, bedroom, bathroom, and office space. https://t.co/XC02mIJdqe",[]
OXtwo47,"STOCKS BY THE POUND (COURSE)™️ .......follow me on IG: @notafinancialadvisor  📈💵 ...ORDER YOUR BOOK NOW‼️ 22 Year Army Vet, 3X Iraq Combat Vet","Fort Bragg, NC",699,206,2758,32,"$TSLA vaporware till proven otherwise:
- $35k model 3 (those on sale for a few weeks don't count)
- Semi
- Roadster II (with or without thrusters)
- Cybertruck
- FSD
- Ventilators
- Swappable  battery
- Humanoid robots
- Robotaxis

What did I forget?",[]
